"","step","type","amount","nameOrig","oldbalanceOrg","newbalanceOrig","nameDest","oldbalanceDest","newbalanceDest","isFraud","isFlaggedFraud"
"5217526",370,"TRANSFER",495931.66,"C981265179",0,0,"C2130811107",578507.93,1074439.59,0,0
"2542115",206,"CASH_OUT",70854.43,"C1324510910",104108,33253.57,"C1697822455",7508680.57,7579535,0,0
"2572716",207,"CASH_OUT",167996.08,"C572003788",64,0,"C1772240003",493539.15,661535.23,0,0
"3419566",256,"CASH_OUT",16145.79,"C524975703",0,0,"C1944913921",117814.13,133959.93,0,0
"3981559",298,"PAYMENT",16995.3,"C958986418",8817.73,0,"M758952802",0,0,0,0
"1587508",155,"TRANSFER",36823.43,"C781273340",11411,0,"C434427882",89160.79,125984.22,0,0
"5746141",399,"CASH_OUT",381361.95,"C736869350",12212,0,"C877401303",6395.75,387757.7,0,0
"1896458",165,"TRANSFER",730642.68,"C1091573114",204802,0,"C296960554",18068.44,748711.12,0,0
"1217938",133,"CASH_OUT",463065.63,"C131222072",0,0,"C1270867020",1272156.19,2280099.08,0,0
"3596699",263,"PAYMENT",7786.66,"C1229786673",16838,9051.34,"M1239491217",0,0,0,0
"1260838",134,"CASH_IN",168590.88,"C802018369",5008733.48,5177324.36,"C359177463",335906.89,167316,0,0
"5199326",369,"CASH_IN",139245.26,"C973904369",5408636.64,5547881.89,"C1304742236",154544.58,15299.32,0,0
"4359134",309,"CASH_OUT",118634.19,"C1946346432",115110,0,"C1390293697",189227.01,307861.2,0,0
"3524588",259,"CASH_OUT",67402.01,"C84663486",0,0,"C1153773928",1538151.92,1605553.93,0,0
"1125105",131,"PAYMENT",17973.8,"C74748346",0,0,"M557005135",0,0,0,0
"155723",12,"PAYMENT",24055.79,"C571880864",70517,46461.21,"M401598477",0,0,0,0
"5071450",355,"DEBIT",881.06,"C1830404118",58708.07,57827.01,"C1351982624",196508.07,197389.13,0,0
"3587417",262,"PAYMENT",12660.12,"C1953585527",25768,13107.88,"M783789403",0,0,0,0
"111182",11,"CASH_OUT",587669.18,"C1280824487",5007,0,"C837627890",411752.66,999421.84,0,0
"5112761",355,"PAYMENT",4287.57,"C866453044",232230.62,227943.05,"M1665791293",0,0,0,0
"6001483",426,"CASH_IN",76267.35,"C148208081",10353821.68,10430089.03,"C825950410",1662560.88,1586293.54,0,0
"5329291",374,"CASH_OUT",179173.78,"C1117470830",1097,0,"C285771887",33760.2,212933.98,0,0
"3386378",255,"PAYMENT",5338.7,"C1202547814",0,0,"M1228453876",0,0,0,0
"2884968",228,"CASH_OUT",207516.92,"C1990320929",137618.42,0,"C1809029923",4730822.42,4938339.33,0,0
"4295758",307,"PAYMENT",4663.39,"C518216881",163034,158370.61,"M1547060105",0,0,0,0
"2508071",205,"CASH_OUT",335017.56,"C1574556343",42750,0,"C1657808698",2340816.23,2675833.79,0,0
"5742164",399,"PAYMENT",6233.1,"C854040998",0,0,"M1764251535",0,0,0,0
"5266598",372,"PAYMENT",5129.9,"C746985714",27226,22096.1,"M480588335",0,0,0,0
"4825482",346,"PAYMENT",2480.06,"C1098408693",0,0,"M778531907",0,0,0,0
"3485429",258,"CASH_IN",187298.14,"C1769926442",2030388.53,2217686.67,"C2120697762",558387.61,371089.47,0,0
"1349355",137,"CASH_OUT",207972.07,"C1569427688",153791,0,"C528560865",1044606.06,1252578.12,0,0
"5691353",397,"CASH_OUT",43250.21,"C1137704998",0,0,"C1653570044",467264.25,510514.46,0,0
"5051638",354,"CASH_OUT",416704.29,"C2043052635",33059,0,"C2108505654",150764.02,567468.32,0,0
"2263895",187,"PAYMENT",15900.4,"C1771048069",16037,136.6,"M1545840930",0,0,0,0
"541171",21,"PAYMENT",1650.77,"C743353760",5940,4289.23,"M1269192319",0,0,0,0
"2124522",183,"PAYMENT",7686.66,"C535740592",11677,3990.34,"M1704072805",0,0,0,0
"5710906",398,"CASH_OUT",70855.12,"C1855426878",20622,0,"C666670729",215.85,71070.97,0,0
"3248509",251,"CASH_IN",128370.62,"C66510698",92413,220783.62,"C234662297",1238243.91,1109873.29,0,0
"2791543",215,"CASH_IN",328836.43,"C1814968364",24535288.37,24864124.81,"C1085585265",760860.73,432024.29,0,0
"203029",13,"PAYMENT",5835.31,"C1308525054",1204098.05,1198262.73,"M1525914574",0,0,0,0
"1191862",132,"CASH_IN",220975.04,"C1290088947",12423066.23,12644041.26,"C811820414",6693992.49,6473017.45,0,0
"3987251",298,"CASH_IN",154253.95,"C887023009",4035510.75,4189764.7,"C430188466",191695.83,37441.87,0,0
"5245869",371,"PAYMENT",802.8,"C1085854801",0,0,"M1770541767",0,0,0,0
"2413092",202,"PAYMENT",12552.57,"C1042646826",14625,2072.43,"M860582889",0,0,0,0
"3984737",298,"CASH_OUT",209819.95,"C1424005627",0,0,"C2061149713",1524736.69,1734556.65,0,0
"4834060",347,"CASH_OUT",245463.72,"C850784281",3234,0,"C893718685",353197.5,598661.22,0,0
"195282",13,"CASH_IN",129602.8,"C119292980",180749,310351.8,"C645819421",20553356.89,20423754.09,0,0
"1397877",139,"PAYMENT",13843.49,"C708536738",0,0,"M799814554",0,0,0,0
"1975310",178,"CASH_IN",53031.28,"C1859733338",4656393.52,4709424.8,"C84332334",866472.91,813441.63,0,0
"741013",38,"CASH_OUT",228333.66,"C1810903149",46998,0,"C1070023623",1882384,2110717.66,0,0
"3956970",288,"PAYMENT",2347.61,"C1098287414",0,0,"M211891603",0,0,0,0
"6300467",681,"PAYMENT",6030.48,"C884169878",50037.51,44007.03,"M1188185342",0,0,0,0
"5991639",419,"PAYMENT",4731.19,"C1481645205",0,0,"M803024439",0,0,0,0
"3612017",273,"PAYMENT",4477.07,"C1395458583",30459,25981.93,"M1389737920",0,0,0,0
"472107",19,"TRANSFER",86891.11,"C1479864765",0,0,"C2006662525",366722.85,667529.74,0,0
"1251605",134,"CASH_IN",197215.15,"C1091297167",457165.57,654380.72,"C642973819",6679247.96,6482032.81,0,0
"1201642",133,"PAYMENT",20745.55,"C1842942141",10240,0,"M826773931",0,0,0,0
"3415632",256,"PAYMENT",8778.71,"C709362051",0,0,"M1779505728",0,0,0,0
"4409031",322,"PAYMENT",18360.55,"C1319768844",35103.15,16742.6,"M1366038997",0,0,0,0
"2783095",214,"PAYMENT",8777.05,"C254349367",0,0,"M231685957",0,0,0,0
"4650536",330,"CASH_IN",324472.19,"C1758857229",49485,373957.19,"C675701935",0,0,0,0
"5618300",395,"CASH_OUT",303814.07,"C1986122245",19894,0,"C1018700494",0,303814.07,0,0
"3213774",249,"PAYMENT",3464.74,"C980804733",0,0,"M1711507753",0,0,0,0
"5660160",396,"CASH_OUT",299245.65,"C1616562683",354640.88,55395.23,"C415647369",1929443.15,2228688.81,0,0
"439175",18,"PAYMENT",2898.4,"C1135779628",814571.17,811672.77,"M235309646",0,0,0,0
"4821952",346,"CASH_IN",72714.39,"C898340484",20049620.05,20122334.44,"C516778883",453051.97,380337.58,0,0
"1918443",167,"PAYMENT",13656.69,"C1061321381",21276,7619.31,"M1417781029",0,0,0,0
"1334823",137,"CASH_OUT",69622.77,"C350318889",0,0,"C1699937332",647060.38,716683.15,0,0
"1400485",139,"PAYMENT",23668.03,"C1973786980",0,0,"M1166732365",0,0,0,0
"3866168",283,"CASH_IN",133717.94,"C1095086708",1208086.77,1341804.71,"C2138008025",645980.08,512262.14,0,0
"979176",44,"PAYMENT",13701.9,"C226219412",0,0,"M816987859",0,0,0,0
"1119440",130,"CASH_IN",270142.07,"C1804715233",4615897.17,4886039.24,"C1947047951",980821.65,710679.59,0,0
"5073278",355,"PAYMENT",5623.27,"C1650824149",78547,72923.73,"M1979844380",0,0,0,0
"949025",44,"TRANSFER",214944.21,"C2129587171",0,0,"C537528924",431126.02,541764.35,0,0
"5190585",369,"PAYMENT",5820,"C1202532899",250653,244832.99,"M1346008521",0,0,0,0
"4258876",306,"TRANSFER",2142539.41,"C181411091",0,0,"C888861764",3949941.29,6092480.71,0,0
"1402442",139,"CASH_OUT",179117.57,"C52715402",0,0,"C331100111",1121536.66,1300654.23,0,0
"5004440",353,"CASH_IN",76756.3,"C1246864990",40419,117175.3,"C1519733654",220100.33,143344.03,0,0
"1612976",156,"CASH_IN",128047.44,"C1656076467",13469748.27,13597795.71,"C467105520",6952107.19,6824059.74,0,0
"147977",12,"CASH_OUT",60024.84,"C893998794",783,0,"C1370131341",1125613.33,1018155.61,0,0
"124533",11,"CASH_IN",143870.11,"C391911037",5973806.07,6117676.18,"C1398849481",1542707.66,1398837.55,0,0
"4663238",330,"CASH_OUT",525115.28,"C199204442",0,0,"C641326386",1668780.19,2193895.46,0,0
"2242582",186,"CASH_IN",158748.11,"C355029380",9516543.19,9675291.29,"C1646901300",1326168.44,1806603.94,0,0
"5181120",359,"CASH_IN",92216.15,"C2093970077",4582180.82,4674396.97,"C672942120",869562.23,777346.08,0,0
"1271544",135,"PAYMENT",40325.36,"C231569733",14720,0,"M126093924",0,0,0,0
"2543479",206,"CASH_OUT",39086.43,"C1599684030",0,0,"C1232530268",245706.93,284793.36,0,0
"1296105",136,"PAYMENT",11817.38,"C803905200",18216,6398.62,"M1275727352",0,0,0,0
"5975707",407,"PAYMENT",3073.67,"C500930712",28069.15,24995.48,"M504765904",0,0,0,0
"5875515",403,"CASH_OUT",175059,"C43980485",0,0,"C325284929",248034.16,423093.16,0,0
"2495287",204,"CASH_IN",93932.75,"C669777863",11434,105366.75,"C880386090",3387751.39,3293818.64,0,0
"1807986",163,"TRANSFER",340555.32,"C1294512086",0,0,"C1762758559",690029.77,1030585.09,0,0
"1901172",165,"CASH_IN",315841.98,"C546374354",5804215.22,6120057.2,"C1121755983",1342887.34,1027045.36,0,0
"881453",42,"CASH_OUT",165800.98,"C1864684424",2668,0,"C316255451",949116.4,1182207.2,0,0
"5455591",379,"CASH_OUT",255283.84,"C117087829",0,0,"C1258242948",1689164.06,1944447.9,0,0
"1367511",138,"PAYMENT",4422.45,"C1269840337",0,0,"M1007961359",0,0,0,0
"2854336",227,"PAYMENT",42442.45,"C958765923",5556,0,"M1543360414",0,0,0,0
"4398941",321,"CASH_IN",12748.29,"C1805956149",136702,149450.29,"C1969492782",373904.64,361156.35,0,0
"2212627",186,"CASH_IN",125330.65,"C1471027957",11803,137133.65,"C286381940",107906.05,0,0,0
"1199125",133,"CASH_OUT",113053.71,"C1755449687",20333,0,"C417677891",262129.14,375182.85,0,0
"3522949",259,"CASH_OUT",164615.31,"C1540007806",0,0,"C1404877649",173218.03,337833.34,0,0
"1632892",157,"PAYMENT",7243.97,"C635544539",0,0,"M1778177567",0,0,0,0
"4378398",311,"CASH_OUT",253721.33,"C170971965",0,0,"C1605824099",278687.3,532408.63,0,0
"1970009",178,"PAYMENT",8269.52,"C1496056514",0,0,"M1826903555",0,0,0,0
"4137450",303,"CASH_OUT",53573.2,"C872952321",0,0,"C1348359982",1456365.99,1509939.19,0,0
"4261695",306,"CASH_IN",127683.09,"C90313349",1634230.84,1761913.92,"C2037722334",1575962.04,1448278.96,0,0
"1705526",160,"TRANSFER",658044.96,"C1663642856",24567,0,"C681368225",1083435.99,1741480.95,0,0
"4380126",311,"CASH_OUT",162268.16,"C851440349",49175,0,"C664771018",16508823.57,16671091.72,0,0
"3243615",250,"PAYMENT",30890.72,"C1243783593",125421,94530.28,"M1202873957",0,0,0,0
"5207247",370,"CASH_OUT",385290.23,"C1394853274",32267,0,"C872463725",0,385290.23,0,0
"2239376",186,"CASH_OUT",332774.93,"C1816505941",435526,102751.07,"C646541190",0,332774.93,0,0
"546125",21,"CASH_IN",123785.82,"C622138385",602,124387.82,"C1704317525",326601.87,202816.05,0,0
"5321711",374,"PAYMENT",5604.75,"C763712772",587033.51,581428.76,"M1858248400",0,0,0,0
"5153277",357,"CASH_OUT",170432.04,"C1649738338",21187,0,"C1899325653",1628693.01,1799125.05,0,0
"4990007",352,"TRANSFER",3067651.17,"C269972679",0,0,"C455246971",3959093.65,7026744.82,0,0
"5226247",370,"CASH_OUT",285662.09,"C15872143",69322,0,"C849821097",3711752.63,3997414.72,0,0
"963424",44,"CASH_OUT",194816.45,"C356610949",51707,0,"C1255024717",23662020.18,23856836.63,0,0
"1761069",161,"CASH_IN",252602.28,"C809673816",1646631.9,1899234.19,"C1621418276",956746.34,841657.4,0,0
"4005945",298,"CASH_IN",130722.91,"C2112194403",12197,142919.91,"C447162616",0,0,0,0
"325438",16,"PAYMENT",19117.54,"C1875309301",0,0,"M1797173686",0,0,0,0
"1963617",178,"CASH_OUT",72547.11,"C620863460",0,0,"C758888772",7620242.47,7692789.57,0,0
"4743055",332,"PAYMENT",29465.14,"C1438394106",0,0,"M1663083356",0,0,0,0
"114551",11,"CASH_OUT",47140,"C1626815261",0,0,"C1420119812",225262.6,206475.98,0,0
"3717845",278,"CASH_IN",194212.5,"C803323218",2380547.94,2574760.44,"C1266071230",2130909.06,1936696.56,0,0
"1853366",164,"TRANSFER",345307.7,"C1668938041",0,0,"C1328325250",565613.99,910921.68,0,0
"2314285",188,"CASH_IN",95852.04,"C596939692",60755,156607.04,"C334690734",510088.12,355624.56,0,0
"4265030",307,"CASH_OUT",131270.9,"C475618869",0,0,"C2139522394",153895.53,285166.43,0,0
"5278439",372,"PAYMENT",17772.09,"C1105033382",0,0,"M1331298306",0,0,0,0
"5870395",403,"PAYMENT",24466.95,"C2030992209",308510.95,284044,"M616051851",0,0,0,0
"202475",13,"CASH_OUT",108628.14,"C1118936137",9060,0,"C2100584284",938759.61,795618.71,0,0
"1926156",167,"CASH_OUT",134610.87,"C102263788",105187,0,"C731860283",507838.83,642449.7,0,0
"2917087",229,"PAYMENT",21634.1,"C1022543783",0,0,"M777900360",0,0,0,0
"2755939",212,"TRANSFER",29435.01,"C98944043",0,0,"C1682493769",1431600.77,1461035.78,0,0
"238646",14,"CASH_OUT",162678.34,"C296691752",23725,0,"C1161015652",250921.12,500324.99,0,0
"1271530",135,"PAYMENT",5929.69,"C207648952",0,0,"M1672342308",0,0,0,0
"6165041",550,"CASH_OUT",23640.97,"C1041654019",0,0,"C213882142",3032689.89,3056330.86,0,0
"990929",45,"CASH_IN",78662.18,"C1067639785",13462066.76,13540728.93,"C680058794",6616008.53,6537346.35,0,0
"2397144",201,"CASH_IN",172075.6,"C1988732256",87431,259506.6,"C34856973",0,0,0,0
"1187823",132,"TRANSFER",346961.5,"C805452648",139358.92,0,"C1839682472",453960.72,800922.22,0,0
"6040040",487,"PAYMENT",11265.12,"C1244761528",0,0,"M1340039594",0,0,0,0
"6060572",500,"PAYMENT",27550.98,"C1590834020",0,0,"M730218545",0,0,0,0
"2442149",203,"PAYMENT",4324.11,"C1129345249",41159,36834.89,"M1294116670",0,0,0,0
"2874757",227,"CASH_IN",59009.62,"C184012768",6889411.13,6948420.75,"C743322144",368002.94,308993.32,0,0
"2671158",210,"CASH_OUT",99699.27,"C1819996676",0,0,"C1646004606",3557616.66,3657315.93,0,0
"5278115",372,"CASH_OUT",380290.12,"C941652419",24683,0,"C84493220",0,380290.12,0,0
"5340685",374,"CASH_IN",398918.34,"C1280641544",1351,400269.34,"C831524860",0,0,0,0
"5186763",361,"PAYMENT",27040.88,"C2122884675",0,0,"M887093103",0,0,0,0
"2751968",212,"PAYMENT",22720.87,"C1737427475",0,0,"M1791698036",0,0,0,0
"5318733",374,"PAYMENT",8967.49,"C1757322037",0,0,"M895926952",0,0,0,0
"3202146",249,"PAYMENT",1141.41,"C333018650",26804,25662.59,"M1385719640",0,0,0,0
"2180366",185,"CASH_OUT",160202.5,"C979282103",0,0,"C1691139748",283401.1,443603.6,0,0
"3541202",260,"TRANSFER",333568.92,"C1019488693",39691,0,"C869853557",119900.39,453469.32,0,0
"3514244",259,"PAYMENT",4792.22,"C334009234",0,0,"M1631196855",0,0,0,0
"1424370",139,"CASH_OUT",368339.61,"C1373784358",376,0,"C1377510368",0,368339.61,0,0
"1105469",130,"CASH_OUT",258780.56,"C1226873308",0,0,"C2095975590",419817.27,678597.83,0,0
"6024193",469,"CASH_OUT",14464.09,"C1027318598",9006,0,"C148830284",75932.66,90396.75,0,0
"2450679",203,"PAYMENT",25587.04,"C19299061",0,0,"M894375047",0,0,0,0
"1059131",97,"CASH_OUT",16630.1,"C1787790450",10931,0,"C911388082",0,16630.1,0,0
"2421037",202,"PAYMENT",11545.11,"C1073864931",0,0,"M380532422",0,0,0,0
"4350131",309,"CASH_IN",47839.64,"C1652788970",8335,56174.64,"C1276153579",4633201.5,4585361.87,0,0
"5997059",426,"CASH_IN",111873.11,"C1700201305",101230,213103.11,"C1338115991",0,0,0,0
"1131692",131,"PAYMENT",16160.33,"C1550303623",0,0,"M1479682530",0,0,0,0
"3255042",251,"PAYMENT",43165.87,"C1881518888",90037,46871.13,"M1740774206",0,0,0,0
"1028980",48,"PAYMENT",12885.01,"C660803380",166043,153157.99,"M1955445435",0,0,0,0
"1611730",156,"PAYMENT",29036.72,"C62572032",0,0,"M603326623",0,0,0,0
"1993458",179,"PAYMENT",20282.42,"C104569942",181023.91,160741.49,"M237768085",0,0,0,0
"1117097",130,"CASH_OUT",343567.21,"C438248522",327506.65,0,"C1347610390",381219.97,724787.19,0,0
"5130288",356,"CASH_IN",293062.84,"C1373197391",31544,324606.84,"C1427353095",1905456.94,1612394.1,0,0
"2459102",203,"PAYMENT",19889.66,"C692961835",25373.52,5483.86,"M342360787",0,0,0,0
"25222",8,"TRANSFER",278119.98,"C1530732521",52160.56,0,"C895798008",10361.84,581346.67,0,0
"2710201",211,"PAYMENT",917.92,"C1020026411",40287.42,39369.5,"M473629364",0,0,0,0
"6334732",691,"CASH_OUT",168974.96,"C601986049",0,0,"C1853133573",2327871.15,2496846.11,0,0
"4814140",346,"TRANSFER",663425.64,"C1496536731",0,0,"C1384852627",5299003.56,5962429.19,0,0
"5239558",371,"CASH_OUT",300826.22,"C1396308948",0,0,"C239485310",931722.27,1232548.49,0,0
"3818557",281,"PAYMENT",5644.98,"C1721442644",95437,89792.02,"M1465708188",0,0,0,0
"5428328",378,"CASH_OUT",152129.47,"C1265091933",51473,0,"C305102093",0,152129.47,0,0
"1400863",139,"CASH_OUT",65531.77,"C1337037580",0,0,"C1806263037",139395.26,204927.03,0,0
"3192945",242,"TRANSFER",85319.86,"C458722332",0,0,"C20100550",117527.43,202847.28,0,0
"5410513",378,"CASH_IN",149624.64,"C39933275",61421,211045.64,"C1913350756",834430.69,684806.05,0,0
"3643618",275,"CASH_OUT",195133.41,"C2004471225",16378,0,"C194732352",0,392570.77,0,0
"3464626",257,"CASH_IN",97023.11,"C703043834",65615,162638.11,"C13035854",1818570.77,1721547.66,0,0
"4531212",326,"CASH_OUT",130487,"C2123749911",10624,0,"C258577254",182926.7,313413.7,0,0
"3411907",256,"CASH_OUT",190405.52,"C1439684951",104879,0,"C2021093430",0,190405.52,0,0
"6299536",681,"PAYMENT",12644.35,"C982578632",3055,0,"M316278522",0,0,0,0
"1738086",161,"CASH_IN",7865.84,"C1288481185",19685120.61,19692986.44,"C899839861",4010514.32,4002648.48,0,0
"4465474",324,"TRANSFER",1386761.63,"C1966770165",0,0,"C1008205282",3149661.18,4536422.82,0,0
"3517494",259,"PAYMENT",6456.34,"C1139166982",0,0,"M790299986",0,0,0,0
"736899",38,"PAYMENT",5525.06,"C791694822",107980.1,102455.04,"M265682868",0,0,0,0
"1838501",163,"CASH_IN",63857.54,"C1910813977",3027,66884.54,"C204792649",306868.45,243010.92,0,0
"2715237",211,"CASH_OUT",112004.84,"C1544740251",0,0,"C1959606066",310676.27,422681.11,0,0
"5299709",373,"PAYMENT",10674.6,"C628965203",0,0,"M573090803",0,0,0,0
"6158535",548,"CASH_OUT",65730.32,"C2104289891",25706,0,"C1918843556",3297575.32,3363305.64,0,0
"3269393",251,"PAYMENT",17743.52,"C1478303835",0,0,"M1589488578",0,0,0,0
"1154891",131,"CASH_OUT",324704.97,"C422888791",0,0,"C1402867982",7505113.13,7829818.1,0,0
"4545383",326,"TRANSFER",262737.69,"C1701240233",21736,0,"C350350361",0,262737.69,0,0
"2197071",185,"CASH_OUT",110821.22,"C229473733",2398,0,"C960610272",0,110821.22,0,0
"3264457",251,"PAYMENT",10625.07,"C1828063094",104711.41,94086.34,"M134039318",0,0,0,0
"2370425",191,"PAYMENT",13513.75,"C1885112837",390,0,"M1887537959",0,0,0,0
"4028299",299,"CASH_OUT",47778.36,"C1011706886",99473,51694.64,"C890123495",3076886.45,3124664.81,0,0
"2409956",202,"TRANSFER",834353.58,"C2143343211",0,0,"C111856958",2037143.3,2841253.27,0,0
"6116261",527,"PAYMENT",2500.68,"C30347158",42,0,"M1065732522",0,0,0,0
"170655",12,"CASH_OUT",91670.09,"C1058279790",0,0,"C441631398",29870,626363.55,0,0
"2062435",181,"CASH_OUT",152179.91,"C1007658612",53105,0,"C394192047",6499836.63,6652016.53,0,0
"1227062",133,"CASH_OUT",332214.29,"C780155671",0,0,"C1870227295",3777424.6,4109638.89,0,0
"4281589",307,"CASH_OUT",155139.32,"C2066437637",117047,0,"C1584258915",0,155139.32,0,0
"6309740",686,"CASH_OUT",215529.18,"C1799999938",204979,0,"C675829848",0,215529.18,0,0
"5826984",402,"CASH_IN",139521.74,"C998071722",2905707.3,3045229.04,"C1571393383",1207483.34,1067961.6,0,0
"3712442",277,"CASH_IN",11101.29,"C252963680",7900172.41,7911273.7,"C82150496",12512951.64,12501850.35,0,0
"4997049",352,"PAYMENT",4171.24,"C2105015960",932939,928767.76,"M2095669505",0,0,0,0
"2676036",210,"CASH_OUT",67464.19,"C848038622",94755,27290.81,"C966264045",192696.91,260161.1,0,0
"1228232",133,"PAYMENT",23899.24,"C106305954",52051,28151.76,"M1219212259",0,0,0,0
"6243980",595,"CASH_IN",142620.31,"C1267734680",3394836.81,3537457.11,"C743557930",391050.06,248429.76,0,0
"3675078",276,"CASH_OUT",155023.29,"C229483998",0,0,"C619571930",330243.94,485267.23,0,0
"3352051",253,"CASH_IN",39908.73,"C474440867",4116106.4,4156015.13,"C303732610",2559759.11,2519850.38,0,0
"47436",9,"CASH_IN",158362.53,"C1134369974",973,159335.53,"C1335084969",887,306755.39,0,0
"144137",11,"CASH_OUT",10859.37,"C60419898",10079,0,"C1796712971",2705414.51,2716273.89,0,0
"3314870",252,"PAYMENT",12197.3,"C836474269",51514,39316.7,"M192221722",0,0,0,0
"6215358",589,"CASH_IN",214588.22,"C1792961003",599766.5,814354.72,"C985998700",415600.77,201012.55,0,0
"2082834",182,"CASH_OUT",66123.81,"C425769372",0,0,"C1809577238",78855.03,144978.84,0,0
"427453",18,"PAYMENT",22935.37,"C806516705",58254,35318.63,"M2123054402",0,0,0,0
"6006259",429,"PAYMENT",15697.83,"C733454836",402677.11,386979.28,"M625867342",0,0,0,0
"2882793",228,"CASH_IN",90069.47,"C1483209807",2221753.71,2311823.19,"C1937938302",4347804.14,4257734.67,0,0
"3208232",249,"TRANSFER",1024976.03,"C1425877850",44040,0,"C562994753",894500.09,1919476.12,0,0
"1968694",178,"CASH_IN",94924.12,"C839243947",10775,105699.12,"C1721568262",0,0,0,0
"5373553",376,"PAYMENT",2181.96,"C758854269",0,0,"M1951451311",0,0,0,0
"6345077",692,"CASH_IN",102831.1,"C738888898",682859.19,785690.29,"C1609915362",5914728.73,5811897.62,0,0
"76489",10,"CASH_OUT",684683.36,"C837473786",0,0,"C1430654561",11124940.98,12384889.27,0,0
"3596932",263,"PAYMENT",5913.71,"C1461581266",189250.07,183336.36,"M1709478298",0,0,0,0
"341344",16,"CASH_OUT",82965.34,"C1822320477",1010,0,"C2087563468",1065850.38,1967986.51,0,0
"5158110",357,"CASH_IN",77975.71,"C388561816",947051.14,1025026.85,"C571175700",492078.56,414102.85,0,0
"220289",14,"PAYMENT",11908.6,"C1730098486",0,0,"M823952842",0,0,0,0
"1253285",134,"PAYMENT",16289.29,"C1707058462",230471,214181.71,"M2098438376",0,0,0,0
"2380112",193,"PAYMENT",6910.88,"C918390852",159,0,"M1394144273",0,0,0,0
"1057314",96,"CASH_IN",99078.43,"C1702866959",2316831.37,2415909.8,"C1968725073",888752.67,789674.24,0,0
"3538662",260,"PAYMENT",6563.58,"C1393228568",33125,26561.42,"M1187620262",0,0,0,0
"5280764",372,"CASH_IN",604338.34,"C549004896",2768682.33,3373020.67,"C1876898182",6802609.4,6293764.02,0,0
"509401",20,"CASH_OUT",72702,"C252497954",0,0,"C1226718613",0,72702,0,0
"903194",43,"CASH_OUT",183150.97,"C638335051",96,0,"C1428019076",60362.4,243513.37,0,0
"3239925",250,"PAYMENT",18431.81,"C698664223",389344.98,370913.16,"M1699116336",0,0,0,0
"4450745",323,"CASH_OUT",44961.68,"C362135548",0,0,"C1540365559",2915432.66,2960394.34,0,0
"5600522",394,"CASH_IN",106438.92,"C1489203278",7793637.04,7900075.95,"C1704055421",6001064.17,5894625.25,0,0
"995952",45,"PAYMENT",17222.12,"C1841720131",446,0,"M755864520",0,0,0,0
"5090722",355,"CASH_OUT",66685.72,"C18039012",25216,0,"C45040313",249265.06,315950.78,0,0
"5028720",354,"CASH_IN",297429.6,"C1620939509",6273,303702.6,"C1511391074",67831.94,0,0,0
"5535324",381,"CASH_IN",30020.04,"C1595439350",5617406.23,5647426.27,"C1042261062",35778578.79,35748558.75,0,0
"4948347",351,"PAYMENT",7430.91,"C1508423107",0,0,"M122610445",0,0,0,0
"545419",21,"CASH_IN",46091.58,"C1780475114",254,46345.58,"C2039493510",0,0,0,0
"669128",36,"CASH_OUT",471515.46,"C227502692",297048,0,"C556281798",8313506.32,8785021.78,0,0
"4509299",325,"CASH_OUT",247519.56,"C1991609547",2542,0,"C175039779",1496313.6,1743833.16,0,0
"2222879",186,"CASH_IN",113478.14,"C1010086894",8476489.22,8589967.36,"C1495251894",5236372.99,5122894.85,0,0
"4388004",313,"CASH_IN",439778.97,"C896195302",1332242.93,1772021.91,"C2061365789",488117.23,48338.25,0,0
"2924013",229,"CASH_OUT",368311.3,"C1915580808",52217,0,"C35984404",964150.06,1332461.36,0,0
"3625683",274,"PAYMENT",8616.87,"C714998515",493999.62,485382.75,"M711237400",0,0,0,0
"3209134",249,"CASH_OUT",66748.27,"C444874506",8152.77,0,"C429719030",452976.15,519724.42,0,0
"158069",12,"CASH_OUT",183386.75,"C1309222152",12311,0,"C1074502026",21615,0,0,0
"3950520",287,"PAYMENT",13396.61,"C2129739577",31635,18238.39,"M1293758542",0,0,0,0
"3853702",283,"PAYMENT",5372.87,"C1745959332",0,0,"M1052977148",0,0,0,0
"1171552",132,"PAYMENT",15970.49,"C612215166",10184,0,"M2016594953",0,0,0,0
"3980416",297,"CASH_OUT",96449.79,"C1313220384",0,0,"C1066316390",817236.02,913685.8,0,0
"150769",12,"CASH_IN",204274.1,"C1526041549",1920218.92,2124493.02,"C1790808682",500923,296648.9,0,0
"2205042",186,"TRANSFER",421400.64,"C2131121566",0,0,"C1181019650",961150.19,1382550.83,0,0
"5050424",354,"PAYMENT",30901.26,"C1021814244",4081,0,"M1167771357",0,0,0,0
"3566975",260,"PAYMENT",4228.54,"C562864308",163,0,"M1638112149",0,0,0,0
"4951999",351,"CASH_OUT",95814.09,"C1087593604",53316,0,"C1520261851",0,95814.09,0,0
"6087052",522,"CASH_IN",259765.14,"C913251214",4395606.82,4655371.96,"C865617472",531075.41,271310.28,0,0
"5181157",359,"PAYMENT",14219.4,"C173297115",10411,0,"M156714558",0,0,0,0
"1301587",136,"PAYMENT",11569.82,"C1976949430",37743,26173.18,"M1586623224",0,0,0,0
"2330351",188,"CASH_IN",160766.09,"C526715735",2834466.02,2995232.11,"C685376527",2947339.03,2786572.94,0,0
"5908572",404,"CASH_IN",79361.21,"C977314172",2367,81728.21,"C1285714662",289597.77,210236.57,0,0
