"","step","type","amount","nameOrig","oldbalanceOrg","newbalanceOrig","nameDest","oldbalanceDest","newbalanceDest","isFraud","isFlaggedFraud"
"5022085",353,"CASH_OUT",20286.09,"C766193236",33982.26,13696.17,"C1878260905",753729.97,774016.07,0,0
"4241837",306,"PAYMENT",2185.06,"C889459625",95695,93509.94,"M1700823266",0,0,0,0
"6207194",587,"CASH_IN",419079.89,"C1465244927",37801,456880.89,"C115047362",0,0,0,0
"3571800",261,"CASH_OUT",222809.08,"C901050840",0,0,"C855438469",2117569.57,2340378.65,0,0
"6170617",563,"CASH_OUT",264662.47,"C2036373850",1024,0,"C1828464457",1175158.36,1439820.84,0,0
"4112987",302,"CASH_OUT",39712.75,"C1782358100",316414,276701.25,"C1766580577",1132424.32,1172137.07,0,0
"5149038",357,"PAYMENT",4001.53,"C1207891793",0,0,"M529198920",0,0,0,0
"1705426",160,"PAYMENT",2498.49,"C76873031",555592.4,553093.91,"M2112843879",0,0,0,0
"442294",19,"PAYMENT",13866.87,"C1598403159",0,0,"M82826782",0,0,0,0
"1229105",133,"PAYMENT",7653.76,"C192271871",38092,30438.24,"M1288329881",0,0,0,0
"3770535",280,"CASH_IN",114181.01,"C303133355",17606147.67,17720328.68,"C652894227",1242409.28,1128228.27,0,0
"679633",36,"CASH_IN",76250.1,"C1188441098",3164,79414.1,"C1528968613",1647353.36,1573695.83,0,0
"667436",36,"PAYMENT",4085.24,"C1504290603",0,0,"M1674380724",0,0,0,0
"846896",41,"PAYMENT",6525.79,"C1851493753",1609,0,"M1025241476",0,0,0,0
"4728275",332,"CASH_OUT",120973.61,"C459823832",5510,0,"C1566925113",13067.3,134040.92,0,0
"1085378",129,"PAYMENT",16877.17,"C163810657",0,0,"M1203699598",0,0,0,0
"5135060",356,"CASH_OUT",81059.47,"C508543982",19834,0,"C676991758",27073.84,108133.32,0,0
"5236131",371,"CASH_OUT",283218.23,"C2134136878",36567,0,"C590992178",16003.41,299221.65,0,0
"4668216",330,"CASH_OUT",49122.11,"C1986573477",0,0,"C1790276640",792461.33,841583.44,0,0
"4420306",322,"PAYMENT",24908.57,"C508108381",152176.36,127267.79,"M1208802704",0,0,0,0
"4507270",325,"CASH_IN",197968.06,"C899289560",1539654.75,1737622.81,"C1437885500",949085.48,751117.41,0,0
"3662873",275,"CASH_OUT",188130.84,"C1523846170",141124.4,0,"C697754707",1128008.4,1316139.24,0,0
"1158863",131,"PAYMENT",2601.89,"C221848754",329082.34,326480.44,"M248073427",0,0,0,0
"705654",37,"PAYMENT",10390.93,"C1169089762",561547,551156.07,"M463553327",0,0,0,0
"2153835",184,"CASH_OUT",91734.71,"C1397706666",9933,0,"C1123241164",3881235.88,3972970.58,0,0
"245852",14,"PAYMENT",12567.97,"C1303125054",240580.25,228012.28,"M1824611016",0,0,0,0
"5217819",370,"TRANSFER",2663750.35,"C875329336",58673,0,"C862125080",27570.09,2691320.44,0,0
"1236535",134,"CASH_OUT",56194.83,"C1059161964",42116,0,"C1509043837",900882.88,908105.84,0,0
"2340511",189,"TRANSFER",349915.68,"C859312209",11987.87,0,"C954528020",587517.3,937432.98,0,0
"3573705",261,"PAYMENT",3897.19,"C830555117",10023,6125.81,"M654275904",0,0,0,0
"3287901",252,"CASH_OUT",35066.42,"C1690429474",0,0,"C1568059495",3025489.75,3060556.17,0,0
"1814257",163,"CASH_IN",13041.49,"C841733385",6066223.39,6079264.88,"C2038756650",16598.05,3556.56,0,0
"5022882",353,"CASH_OUT",62354.84,"C138934509",0,0,"C186286",1832145.53,1894500.37,0,0
"2204257",186,"CASH_OUT",4935.69,"C1145724475",11555,6619.31,"C2006038491",0,4935.69,0,0
"3790175",280,"PAYMENT",22184.02,"C942570826",15873.92,0,"M1314397237",0,0,0,0
"118302",11,"CASH_OUT",203109.13,"C811186354",30420,0,"C291863569",921,204030.13,0,0
"5740737",399,"CASH_IN",193962.46,"C952864935",5037,198999.46,"C1648413867",1675018.21,1481055.75,0,0
"1374085",138,"CASH_OUT",163163.59,"C433325846",0,0,"C1689808782",220280.94,289266.12,0,0
"2653458",209,"CASH_OUT",138198.28,"C1852910995",482,0,"C1711642458",1297483.57,1435681.85,0,0
"3971352",297,"CASH_OUT",117808.22,"C1529099879",30092,0,"C1009677155",1476949.98,1594758.2,0,0
"2452778",203,"CASH_IN",285480.09,"C1082548096",8174406.57,8459886.65,"C1608866052",475743.86,190263.77,0,0
"5792164",401,"CASH_OUT",19214.91,"C526757809",0,0,"C677947128",20633.77,39848.69,0,0
"2200820",185,"CASH_OUT",29777.14,"C2024051417",0,0,"C835866214",303404,421864.2,0,0
"1979363",179,"PAYMENT",3771.3,"C69500514",0,0,"M1975491976",0,0,0,0
"4702134",331,"CASH_OUT",155165.02,"C44432217",0,0,"C1242271602",266218.88,421383.9,0,0
"930086",43,"CASH_OUT",264908.12,"C1576450802",149264.46,0,"C455218098",4396812.62,4661720.74,0,0
"6243988",595,"CASH_IN",73189.31,"C1418924043",4506674.65,4579863.96,"C2078317299",4653025.77,4579836.46,0,0
"2586447",207,"PAYMENT",1500.67,"C2005946512",1094,0,"M1386160840",0,0,0,0
"5127004",356,"PAYMENT",2965.85,"C775067056",64543.32,61577.47,"M667552360",0,0,0,0
"707051",37,"CASH_OUT",348760.07,"C2123905957",255846,0,"C200535912",0,348760.07,0,0
"2336469",189,"CASH_IN",92700.74,"C2044383358",703729.83,796430.57,"C1032080247",178443.3,85742.56,0,0
"4955381",351,"CASH_IN",189463.94,"C795341591",14402559.37,14592023.31,"C66998347",2162324.48,1972860.53,0,0
"405399",18,"CASH_OUT",17694.68,"C1161511170",0,0,"C1836239268",2159326.75,2177021.43,0,0
"2446115",203,"PAYMENT",4920.85,"C185929685",0,0,"M1357165479",0,0,0,0
"5712634",398,"CASH_OUT",64374.23,"C683077786",3922,0,"C1768697844",0,64374.23,0,0
"5140253",356,"CASH_OUT",220419.7,"C966596496",45574,0,"C640982134",335444.23,555863.94,0,0
"3295844",252,"CASH_IN",293759.07,"C1834600583",27443925.64,27737684.71,"C77400872",355214.74,61455.67,0,0
"2938820",230,"CASH_OUT",218376.29,"C1292143445",53193,0,"C1452222022",996001,1214377.29,0,0
"1532571",154,"CASH_OUT",56528.66,"C2006426821",0,0,"C1276143401",76137.04,132665.7,0,0
"6041693",490,"TRANSFER",496344.17,"C520448509",0,0,"C2058427621",938281.24,1434625.41,0,0
"5470753",379,"PAYMENT",11779.18,"C804613591",21831,10051.82,"M1055870923",0,0,0,0
"4745634",333,"PAYMENT",17932.06,"C1809502594",99806.21,81874.15,"M568983886",0,0,0,0
"1247449",134,"CASH_OUT",117126.94,"C826113458",21494,0,"C1429933378",3482517.73,3599644.68,0,0
"6211496",588,"TRANSFER",647392.65,"C1966660680",304836,0,"C2115544669",854337,1501729.65,0,0
"1686125",159,"PAYMENT",25998.02,"C1602729627",0,0,"M1889289842",0,0,0,0
"686732",36,"CASH_IN",37422.25,"C106283376",49358,86780.25,"C1577323194",0,0,0,0
"4450799",323,"CASH_OUT",93020.17,"C980205450",0,0,"C1270855864",909942.32,1002962.49,0,0
"809190",40,"PAYMENT",13766.48,"C1093250313",0,0,"M1248763931",0,0,0,0
"386234",17,"CASH_OUT",226188.85,"C1210818925",0,0,"C379048791",243747.74,469936.59,0,0
"4545219",326,"PAYMENT",1644.56,"C813687491",147819,146174.44,"M1305095661",0,0,0,0
"278578",15,"PAYMENT",6039.79,"C261636194",2993.56,0,"M150422976",0,0,0,0
"6268110",617,"PAYMENT",5062.8,"C679065966",511,0,"M1825815226",0,0,0,0
"3339843",253,"CASH_IN",293238.94,"C1305104680",9139,302377.94,"C2112416577",8606462.46,8313223.52,0,0
"6164238",550,"CASH_IN",106964.36,"C294968849",13544,120508.36,"C360031809",444736.51,337772.15,0,0
"3425788",256,"CASH_OUT",209476.51,"C1959857804",0,0,"C2050275116",1142919.93,1352396.44,0,0
"803625",40,"CASH_OUT",415970.52,"C2143483304",0,0,"C2129847084",29706031.93,30122002.45,0,0
"999165",45,"PAYMENT",18521.98,"C333992124",8056,0,"M1588519004",0,0,0,0
"4583949",328,"CASH_OUT",594344.06,"C1032520683",0,0,"C1092140197",13010711.41,13605055.47,0,0
"3111249",235,"PAYMENT",9737.36,"C1180653392",0,0,"M1768053452",0,0,0,0
"3767282",280,"CASH_OUT",152782.24,"C2045795748",0,0,"C1533138497",3330095.61,3482877.85,0,0
"2275740",187,"PAYMENT",1533.14,"C1934371343",0,0,"M169616728",0,0,0,0
"4625631",329,"PAYMENT",33147.23,"C2078893823",0,0,"M2045994314",0,0,0,0
"5663063",396,"PAYMENT",28616.59,"C930787772",131269,102652.41,"M792547917",0,0,0,0
"1794398",162,"CASH_OUT",120788.32,"C1519798633",0,0,"C863408143",207111.89,327900.21,0,0
"1937268",177,"PAYMENT",14848.17,"C1538405828",14560,0,"M789789083",0,0,0,0
"3628416",274,"CASH_IN",134166.8,"C184855541",18906615.31,19040782.11,"C1406139772",668382.99,534216.19,0,0
"5158430",357,"CASH_OUT",145265.88,"C1428439593",9566.59,0,"C1385845459",2150251.73,2295517.61,0,0
"5774248",400,"CASH_OUT",4987.57,"C699173536",0,0,"C428227792",468463.19,473450.76,0,0
"4740198",332,"PAYMENT",6164.95,"C1979125009",0,0,"M1807533229",0,0,0,0
"2806320",225,"PAYMENT",14785.26,"C406086374",9021,0,"M74825472",0,0,0,0
"1852524",164,"PAYMENT",11197.4,"C768849940",31176,19978.6,"M1164812527",0,0,0,0
"3728554",278,"CASH_OUT",17807.19,"C1883409983",0,0,"C2126280245",319534.01,337341.2,0,0
"1217468",133,"CASH_OUT",27150.98,"C143790853",63657.13,36506.14,"C455342121",132741.45,159892.44,0,0
"5325648",374,"PAYMENT",18996.76,"C1952486819",3068,0,"M898246333",0,0,0,0
"522708",20,"CASH_OUT",109381.53,"C232591646",0,0,"C1136492228",6326969.34,6436350.87,0,0
"4416217",322,"PAYMENT",29157.26,"C1672048154",84372,55214.74,"M143595179",0,0,0,0
"1461922",140,"CASH_IN",367976.2,"C848247664",0,367976.2,"C1644722528",0,0,0,0
"4504634",325,"CASH_OUT",307808.12,"C606897364",0,0,"C1244292009",1224030.36,1531838.49,0,0
"5417499",378,"PAYMENT",8733.55,"C971454228",0,0,"M883950879",0,0,0,0
"4609768",329,"CASH_IN",376248.06,"C1230041411",18486813.96,18863062.02,"C1418265582",496755.64,120507.58,0,0
"2446801",203,"PAYMENT",4850.22,"C174119580",51658,46807.78,"M1109276725",0,0,0,0
"3835975",282,"PAYMENT",1078.82,"C569711086",144,0,"M1782912429",0,0,0,0
"262249",15,"CASH_IN",36087.92,"C2003195753",8925700.76,8961788.68,"C97170505",693130.36,873054.19,0,0
"2770218",213,"PAYMENT",19684.53,"C48892998",30077,10392.47,"M813383909",0,0,0,0
"1440918",140,"TRANSFER",256497.53,"C2213991",0,0,"C316103155",298348.04,554845.57,0,0
"605053",34,"CASH_IN",202394.56,"C1332120638",986354.3,1188748.86,"C1317144731",349929.32,147534.76,0,0
"720436",37,"PAYMENT",1561.92,"C498698192",0,0,"M1869199065",0,0,0,0
"107411",10,"CASH_OUT",76646.89,"C1580020754",686481.02,609834.13,"C1768784986",67008.01,277015.35,0,0
"3753391",279,"TRANSFER",356128.19,"C104838498",34077,0,"C1398883284",115656.94,471785.14,0,0
"4232138",306,"CASH_IN",50732.19,"C86466998",24601908.46,24652640.66,"C1880505682",671665.86,620933.66,0,0
"3485535",258,"CASH_OUT",40707.25,"C439906907",20668,0,"C2110169934",435632.05,476339.3,0,0
"5349302",375,"CASH_OUT",103308.66,"C2127871117",0,0,"C1555190634",819996.67,923305.33,0,0
"5244416",371,"CASH_IN",248369.9,"C2019790665",2254,250623.9,"C1869210386",0,0,0,0
"5120751",356,"CASH_OUT",171343.58,"C812415735",0,0,"C1831172015",4716572.18,4887915.76,0,0
"1398819",139,"CASH_OUT",59288.56,"C1600923045",0,0,"C1338092050",263895.71,323184.27,0,0
"1358953",138,"CASH_IN",1908.04,"C1984609963",60342,62250.04,"C1869981480",0,0,0,0
"5635449",396,"CASH_IN",203583.23,"C1929327676",8282560.95,8486144.18,"C1025310610",827211.11,623627.87,0,0
"4360266",309,"PAYMENT",33240.19,"C74477263",0,0,"M2145089756",0,0,0,0
"817831",40,"PAYMENT",23337.78,"C1957973514",23214,0,"M385057993",0,0,0,0
"5951130",405,"CASH_OUT",152141.3,"C1242638795",0,0,"C1320692790",402350.81,554492.1,0,0
"667115",36,"PAYMENT",10549.63,"C1084776771",0,0,"M193523618",0,0,0,0
"117445",11,"PAYMENT",1985.48,"C1892312815",31170,29184.52,"M823718957",0,0,0,0
"217425",13,"PAYMENT",5779.32,"C121438982",0,0,"M403366764",0,0,0,0
"3079012",235,"CASH_OUT",151768.97,"C985201212",0,0,"C215504530",206018,357786.97,0,0
"276667",15,"PAYMENT",5283.17,"C1524655251",3858.87,0,"M1876648122",0,0,0,0
"1676294",159,"CASH_IN",56289.46,"C477937688",2878406.65,2934696.12,"C873700262",1228203.86,1171914.4,0,0
"1801312",162,"CASH_OUT",334082.86,"C1725104063",0,0,"C203805790",1449076.18,1783159.04,0,0
"3402968",255,"CASH_IN",687229.49,"C384468841",4871427.19,5558656.68,"C1912278772",2384621.5,1697392.01,0,0
"5325842",374,"CASH_IN",39880.67,"C583784860",10743996.59,10783877.25,"C1879527661",1448279.04,1408398.37,0,0
"5174860",359,"PAYMENT",983.25,"C507142017",0,0,"M2055615473",0,0,0,0
"125177",11,"TRANSFER",1053004.77,"C1659302605",0,0,"C2071221217",5644502.94,6697507.71,0,0
"323937",16,"PAYMENT",8130.6,"C277117312",21310,13179.4,"M71344668",0,0,0,0
"5486288",380,"CASH_OUT",39931.36,"C640938774",0,0,"C922608048",753364.5,793295.86,0,0
"1191190",132,"CASH_OUT",114369.66,"C1953929350",0,0,"C2054387349",2928668.2,3043037.86,0,0
"2720369",211,"PAYMENT",29079.99,"C1650767582",0,0,"M1679895633",0,0,0,0
"3913408",284,"PAYMENT",1437.17,"C970813763",0,0,"M1350240533",0,0,0,0
"3660029",275,"CASH_OUT",173339.57,"C584604123",0,0,"C1710836335",843432.91,1016772.48,0,0
"3169879",238,"CASH_IN",124578.62,"C235914309",1393136.93,1517715.54,"C568320398",1218022.15,1093443.54,0,0
"3581731",261,"PAYMENT",1063.76,"C1453276161",185357,184293.24,"M116931148",0,0,0,0
"2516567",205,"PAYMENT",12615.85,"C864485403",20614,7998.15,"M1625241110",0,0,0,0
"5113448",355,"CASH_OUT",48442.89,"C334897385",11375,0,"C551286722",0,48442.89,0,0
"4142260",303,"PAYMENT",13102.59,"C1308511363",0,0,"M114731030",0,0,0,0
"1287903",135,"PAYMENT",14597.29,"C441963289",15477,879.71,"M1393995697",0,0,0,0
"323582",16,"TRANSFER",28237.42,"C2122753729",0,0,"C911135955",861364.16,889601.58,0,0
"1571870",155,"PAYMENT",4341.11,"C868978403",29960.42,25619.31,"M1202723679",0,0,0,0
"4970963",352,"PAYMENT",17281.62,"C2022678222",98782,81500.38,"M1367641138",0,0,0,0
"5157806",357,"PAYMENT",1772.92,"C1043853729",17815,16042.08,"M1579610937",0,0,0,0
"776337",39,"CASH_OUT",371831.36,"C1034132972",20715,0,"C1733292507",138729.07,510560.44,0,0
"377113",17,"PAYMENT",8938.46,"C1066936388",0,0,"M952975222",0,0,0,0
"4793288",345,"CASH_OUT",295056.62,"C1857851524",287747,0,"C1100236427",0,295056.62,0,0
"2293453",187,"CASH_OUT",128074.46,"C1527026352",21817,0,"C1297949688",0,128074.46,0,0
"4212360",305,"PAYMENT",18387.03,"C145059905",0,0,"M61046618",0,0,0,0
"151556",12,"PAYMENT",6429.92,"C1728915012",0,0,"M1445874163",0,0,0,0
"2451173",203,"CASH_OUT",265061.24,"C1965953425",0,0,"C1745985960",2324460.3,2589521.55,0,0
"4030307",299,"PAYMENT",37830.3,"C125671528",1357,0,"M257314731",0,0,0,0
"6317257",687,"TRANSFER",146444,"C2138795017",104966,0,"C1699070889",3634916.77,3781360.77,0,0
"1621434",157,"PAYMENT",1383.06,"C881373532",81440,80056.94,"M18891885",0,0,0,0
"1719294",160,"CASH_OUT",39065.9,"C2061985389",0,0,"C1220560159",234071.44,273137.34,0,0
"2579814",207,"CASH_IN",227944.66,"C1757780095",102030,329974.66,"C12778404",0,0,0,0
"1484850",141,"CASH_IN",110900.69,"C192224226",105864,216764.69,"C818894670",0,0,0,0
"2989258",231,"PAYMENT",11464.63,"C1100573936",0,0,"M57145697",0,0,0,0
"1819443",163,"CASH_IN",63358.2,"C1536404919",10221,73579.2,"C1783845975",0,0,0,0
"6283426",656,"PAYMENT",254.17,"C964731826",541,286.83,"M1192156805",0,0,0,0
"4199449",305,"PAYMENT",38335.83,"C979552504",21547,0,"M574228261",0,0,0,0
"5894695",403,"CASH_OUT",106539.55,"C2094770606",21233,0,"C1110453446",93867.12,200406.68,0,0
"5174925",359,"PAYMENT",25.39,"C1039884091",16880,16854.61,"M1446420598",0,0,0,0
"3193461",249,"CASH_IN",51297.22,"C227804514",0,51297.22,"C758688609",1150054.94,1098757.72,0,0
"1668734",158,"TRANSFER",735743.81,"C382704218",0,0,"C586418681",3354943.99,4090687.8,0,0
"280993",15,"CASH_OUT",183688.96,"C954890670",4994,0,"C516620354",35581.48,2956235.1,0,0
"3264876",251,"CASH_OUT",173966.43,"C1054768666",59557,0,"C277844925",403005.27,576971.7,0,0
"196481",13,"CASH_IN",11986.36,"C653910497",22325,34311.36,"C233647424",472809.04,247320.97,0,0
"5159647",357,"CASH_IN",375560.75,"C1540747281",0,375560.75,"C295355836",1962217.45,1586656.7,0,0
"1421270",139,"TRANSFER",199822.77,"C1173940299",0,0,"C205040113",763945.24,963768.01,0,0
"4397159",321,"CASH_OUT",312995.59,"C41507737",0,0,"C568778121",1774748.85,2087744.44,0,0
"5925204",404,"CASH_OUT",110351.58,"C1664668957",0,0,"C69375471",577516.81,652531.04,0,0
"6126778",540,"PAYMENT",1028.01,"C2136110064",45823,44794.99,"M1840884980",0,0,0,0
"5541701",382,"CASH_OUT",157945.64,"C860117796",0,0,"C1107334799",949473.41,1107419.06,0,0
"2506494",205,"TRANSFER",359762.04,"C1113515097",100310,0,"C1305868223",3025528.42,3385290.46,0,0
"3522574",259,"TRANSFER",225268.3,"C1229808601",256,0,"C2099505100",445704.7,670973,0,0
"293521",15,"CASH_OUT",203477.93,"C2118248367",35468,0,"C2074688844",161993.22,365471.14,0,0
"2706357",211,"TRANSFER",501796.92,"C336806752",0,0,"C1432084402",1380705.53,1882502.45,0,0
"4058551",300,"CASH_OUT",483541.32,"C399028542",3978,0,"C2138890562",0,483541.32,0,0
"5126595",356,"CASH_OUT",133883.44,"C1136735818",175106,41222.56,"C116366254",2232019.22,2365902.66,0,0
"1564306",155,"PAYMENT",4063,"C913661655",3007,0,"M1850388090",0,0,0,0
"655912",35,"PAYMENT",2275.58,"C1889307003",21577,19301.42,"M2079642108",0,0,0,0
"2768234",213,"PAYMENT",32260.22,"C1130927824",0,0,"M1506675452",0,0,0,0
"3896096",284,"PAYMENT",2461.43,"C757335382",202266.72,199805.3,"M2053610237",0,0,0,0
"822253",40,"CASH_OUT",230681.41,"C1435457653",69306,0,"C1683370394",0,230681.41,0,0
"767176",39,"CASH_IN",173477.12,"C2003399076",5106,178583.12,"C436120295",45338.79,0,0,0
"3282590",251,"CASH_OUT",224667.92,"C1347303466",20939.12,0,"C1126143706",291112.11,515780.03,0,0
"3097964",235,"CASH_OUT",1460.73,"C37966516",51405,49944.27,"C87365533",75064.61,76525.34,0,0
"4606062",329,"PAYMENT",5400.05,"C36554216",0,0,"M1394263814",0,0,0,0
"3822550",282,"CASH_IN",172036.15,"C502440293",1403885.59,1575921.74,"C1163002542",290406.52,118370.37,0,0
"3253053",251,"PAYMENT",7843.66,"C898521174",3745,0,"M1149269394",0,0,0,0
"1353885",137,"PAYMENT",10374.86,"C714028465",211823.62,201448.76,"M1369119673",0,0,0,0
"1116475",130,"CASH_IN",141953.11,"C863703784",82141,224094.11,"C200166013",0,0,0,0
"36303",9,"PAYMENT",9104.77,"C425733490",22819.99,13715.21,"M355249077",0,0,0,0
"6245147",596,"CASH_IN",301376.23,"C903891146",4051437.19,4352813.43,"C1851365081",3364722.22,3063345.99,0,0
"2545101",206,"TRANSFER",260407.86,"C1602223256",0,0,"C971663090",737145.25,997553.11,0,0
"3943305",286,"CASH_OUT",171923.91,"C1671818494",0,0,"C186790361",427267.37,599191.28,0,0
"4057480",300,"PAYMENT",23364.32,"C807663948",0,0,"M1804458449",0,0,0,0
"1892122",165,"PAYMENT",11858.29,"C248457391",19044,7185.71,"M381336865",0,0,0,0
"3646398",275,"PAYMENT",12553.66,"C1079992589",0,0,"M1873634637",0,0,0,0
"2649392",209,"CASH_IN",66476.93,"C1836150495",9384465.64,9450942.58,"C1364797124",259733.84,193256.91,0,0
"2774931",214,"PAYMENT",54.24,"C836042187",11158,11103.76,"M47641478",0,0,0,0
"3445538",257,"PAYMENT",21503.74,"C1912623478",207403.58,185899.85,"M1186280610",0,0,0,0
"1456292",140,"PAYMENT",7554.23,"C30326428",0,0,"M1600915378",0,0,0,0
"1170381",132,"TRANSFER",1066403.22,"C1568219912",70544,0,"C1730569294",0,1372528.6,0,0
"3893281",284,"CASH_OUT",87033.01,"C674021801",272,0,"C595332257",0,87033.01,0,0
"551240",21,"PAYMENT",17392.57,"C1995352799",1058.55,0,"M740156987",0,0,0,0
"5666711",396,"CASH_IN",70932.57,"C1956044675",3202722.38,3273654.95,"C703024909",102542.28,31609.71,0,0
"1639221",157,"CASH_IN",420861.71,"C111511582",10753,431614.71,"C1547931020",940086.86,519225.16,0,0
"2596344",207,"TRANSFER",385350.94,"C1161842124",179095,0,"C961134162",0,385350.94,0,0
"3265904",251,"CASH_OUT",34856.6,"C1898120681",0,0,"C981602736",467434.92,502291.52,0,0
"327078",16,"CASH_OUT",422604.45,"C838935678",0,0,"C829279342",534604.11,957208.56,0,0
"2565462",206,"CASH_OUT",97474.57,"C1028572633",11117,0,"C31027959",3307693.79,6147775.77,0,0
"479927",19,"PAYMENT",3076.05,"C163519943",0,0,"M1552939755",0,0,0,0
"2926389",229,"CASH_OUT",527077.94,"C1888293559",183481,0,"C223098833",9659068.42,10186146.36,0,0
"1250546",134,"PAYMENT",385.93,"C2072857773",69414.7,69028.77,"M100318978",0,0,0,0
"818609",40,"PAYMENT",13873.57,"C557825136",6623.35,0,"M2038624259",0,0,0,0
"1383369",138,"TRANSFER",752894.09,"C1515288721",104354,0,"C1400418263",0,752894.09,0,0
"4706468",331,"CASH_OUT",267247.1,"C374203479",255472,0,"C617161363",164560.5,431807.59,0,0
"777022",39,"CASH_OUT",127576.88,"C2022478264",5675,0,"C155077689",0,127576.88,0,0
"252892",14,"PAYMENT",12312.41,"C7841079",259616.38,247303.97,"M2047489565",0,0,0,0
"5469521",379,"PAYMENT",15969.87,"C345925609",122617.13,106647.26,"M2063672658",0,0,0,0
"5240215",371,"PAYMENT",24375.38,"C227343553",10584,0,"M1624473037",0,0,0,0
"5337656",374,"CASH_OUT",216941.13,"C1707271484",715,0,"C1431700471",909756.38,1126697.51,0,0
"1255881",134,"PAYMENT",24582.1,"C2147211479",133720,109137.9,"M548897360",0,0,0,0
"4280609",307,"PAYMENT",37529.85,"C289035337",40515,2985.15,"M1704612564",0,0,0,0
"2852307",227,"CASH_OUT",323284.45,"C236259617",71748,0,"C1728116189",1103361.93,1426646.38,0,0
"4731323",332,"CASH_IN",2273.35,"C1711181765",3873164.62,3875437.98,"C156713960",57575.15,55301.8,0,0
"1695165",159,"PAYMENT",2445.67,"C1869740003",0,0,"M1435827568",0,0,0,0
"2266949",187,"PAYMENT",9706.22,"C1029598690",0,0,"M130363985",0,0,0,0
"4759663",334,"CASH_IN",357139.34,"C336411867",210411.58,567550.93,"C311166617",571057.9,213918.56,0,0
"5414437",378,"CASH_IN",375255.81,"C1670639653",3445621.31,3820877.12,"C553504972",831736.62,456480.81,0,0
"2020283",180,"CASH_IN",105161.58,"C872183279",5277640.27,5382801.85,"C1111943568",595672.3,490510.73,0,0
"2988970",231,"CASH_IN",36788.12,"C521838419",21018563.51,21055351.63,"C126844169",6857190.74,6820402.62,0,0
"5941093",404,"CASH_IN",16743.91,"C450435426",3717872.24,3734616.15,"C1919764866",1147270.13,1130526.22,0,0
"4499686",325,"CASH_IN",191396.17,"C1599009968",326584.28,517980.45,"C2096211516",30193020.94,30001624.77,0,0
"1537519",154,"CASH_IN",114023.08,"C1933306228",2011063.33,2125086.41,"C1361547464",1974755.45,1860732.38,0,0
"4572902",328,"PAYMENT",21226.6,"C1862083666",142070,120843.4,"M1682263191",0,0,0,0
"562087",22,"CASH_OUT",546020.13,"C1398359004",0,0,"C421163163",764349.77,1310369.9,0,0
"5758589",400,"CASH_OUT",360765.66,"C1230376462",0,0,"C1439391232",4035642.49,4396408.16,0,0
"2236302",186,"CASH_IN",283885.36,"C1530444751",81168,365053.36,"C753698743",389339.58,105454.22,0,0
"5515916",380,"CASH_OUT",90839.12,"C1904534863",60292.23,0,"C1071662031",347685.81,438524.93,0,0
"6200339",576,"PAYMENT",44668.11,"C833259368",0,0,"M579350294",0,0,0,0
"3354743",254,"CASH_OUT",107139.25,"C315770621",0,0,"C1562333506",1763298.1,1870437.35,0,0
"2782169",214,"PAYMENT",42217.88,"C1654573140",104764.71,62546.84,"M1358448165",0,0,0,0
"4154562",303,"PAYMENT",13007.48,"C1811684578",446064.67,433057.2,"M1487464328",0,0,0,0
"5256416",372,"CASH_OUT",50673.02,"C1693428908",0,0,"C436826353",316243.97,366916.99,0,0
"1741857",161,"TRANSFER",1460696.42,"C1682331507",0,0,"C107109121",6017718.37,7478414.79,0,0
"4242046",306,"CASH_OUT",64808.71,"C693605311",0,0,"C982779911",545797.65,610606.37,0,0
"4745421",333,"TRANSFER",246775.23,"C982918047",870,0,"C1874281183",0,246775.23,0,0
"4928041",350,"PAYMENT",16731.23,"C1916514073",20421,3689.77,"M1194519688",0,0,0,0
"6044683",492,"TRANSFER",1722579.88,"C1776008649",0,0,"C1085168459",4100257.02,5822836.9,0,0
"1038976",94,"TRANSFER",531008.73,"C1694141601",236924.02,0,"C1364129993",2970688.26,3501697,0,0
"603282",34,"CASH_OUT",8980.09,"C1739610468",0,0,"C996431001",1237531.63,1246511.72,0,0
"5533224",381,"PAYMENT",1006.89,"C278337564",202463.08,201456.2,"M989869388",0,0,0,0
"989699",45,"PAYMENT",7714.23,"C176268154",2368.06,0,"M1572396335",0,0,0,0
"1134866",131,"PAYMENT",7030.04,"C188346797",19805,12774.96,"M1239448766",0,0,0,0
"6270540",619,"TRANSFER",573163.55,"C1140940718",187203.22,0,"C1267660603",1634560.81,2207724.37,0,0
"1376682",138,"CASH_IN",196348.86,"C1978339581",18892311.38,19088660.24,"C1519301604",232407.03,160447.63,0,0
"5054703",354,"CASH_IN",39939.75,"C1878124641",11920157.17,11960096.92,"C2133664641",537840.96,497901.21,0,0
"1132002",131,"TRANSFER",66264.87,"C1715506188",0,0,"C559154038",205070.27,271335.14,0,0
"3928101",285,"CASH_IN",138567.12,"C1090347407",2405796.53,2544363.65,"C1447931192",3281597.76,3143030.64,0,0
"5339309",374,"CASH_IN",64575.72,"C1282919410",7453184.15,7517759.87,"C869732686",1392469.96,1327894.24,0,0
"5056927",354,"CASH_OUT",13836,"C542515166",21597,7761,"C1891203466",575315.28,589151.28,0,0
"4720787",332,"CASH_OUT",102562.23,"C2023438157",0,0,"C30778251",1004207.11,1106769.35,0,0
"302651",15,"CASH_OUT",116857.78,"C1302808437",184827.63,67969.86,"C572634282",245345.28,362203.06,0,0
